I,Age,Gender,Item_Purchased,Category,purchase_amt,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Age Group
921,42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly,Middle-Age Adult
922,30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly,Adult
923,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months,Middle-Age Adult
924,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly,Middle-Age Adult
925,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly,Middle-Age Adult
926,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly,Middle-Age Adult
927,25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly,Adult
928,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4,No,Store Pickup,No,No,15,Venmo,Bi-Weekly,Middle-Age Adult
929,35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly,Adult
930,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly,Senior Citizen
931,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly,Adult
932,19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually,Teenager
933,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3,No,Free Shipping,No,No,34,Credit Card,Annually,Adult
934,32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly,Adult
935,30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly,Adult
936,18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly,Teenager
937,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually,Adult
938,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually,Adult
939,40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly,Middle-Age Adult
940,54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly,Middle-Age Adult
941,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Express,No,No,50,Venmo,Monthly,Senior Citizen
942,52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly,Middle-Age Adult
943,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly,Adult
944,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4,No,Store Pickup,No,No,14,Cash,Fortnightly,Senior Citizen
945,38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly,Adult
946,35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4,No,Express,No,No,26,Cash,Weekly,Adult
947,40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually,Middle-Age Adult
948,23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly,Adult
949,45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months,Middle-Age Adult
950,40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly,Middle-Age Adult
951,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months,Middle-Age Adult
952,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months,Middle-Age Adult
953,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly,Teenager
954,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly,Teenager
955,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually,Middle-Age Adult
956,35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually,Adult
957,49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly,Middle-Age Adult
958,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months,Middle-Age Adult
959,34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually,Adult
960,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly,Senior Citizen
961,42,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly,Middle-Age Adult
962,41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly,Middle-Age Adult
963,26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly,Adult
964,48,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually,Middle-Age Adult
965,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly,Senior Citizen
966,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months,Adult
967,48,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly,Middle-Age Adult
968,31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5,No,Standard,No,No,33,Credit Card,Quarterly,Adult
969,41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually,Middle-Age Adult
970,24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months,Adult
971,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually,Senior Citizen
972,38,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly,Adult
973,58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly,Middle-Age Adult
974,53,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly,Middle-Age Adult
975,44,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly,Middle-Age Adult
976,51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly,Middle-Age Adult
977,36,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly,Adult
978,20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly,Adult
979,32,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Express,No,No,37,Venmo,Weekly,Adult
980,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly,Senior Citizen
981,49,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually,Middle-Age Adult
982,27,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Express,No,No,7,Venmo,Weekly,Adult
983,29,Male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly,Adult
984,29,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4,No,Standard,No,No,44,PayPal,Monthly,Adult
985,55,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly,Middle-Age Adult
986,57,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly,Middle-Age Adult
987,29,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly,Adult
988,31,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly,Adult
989,25,Male,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly,Adult
990,61,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months,Senior Citizen
991,53,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly,Middle-Age Adult
992,22,Male,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly,Adult
993,28,Male,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3,No,Store Pickup,No,No,41,Bank Transfer,Annually,Adult
994,18,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually,Teenager
995,44,Male,Handbag,Accessories,45,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly,Middle-Age Adult
996,32,Male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,No,Express,No,No,20,Venmo,Annually,Adult
997,34,Male,Belt,Accessories,100,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months,Adult
998,67,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly,Senior Citizen
999,66,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3,No,Store Pickup,No,No,6,Debit Card,Annually,Senior Citizen
1000,28,Male,Jewelry,Accessories,91,California,M,Orange,Fall,3.8,No,Next Day Air,No,No,50,PayPal,Weekly,Adult
1001,70,Male,Shorts,Clothing,82,Nevada,M,Orange,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly,Senior Citizen
1002,37,Male,Boots,Footwear,48,Kansas,L,Magenta,Winter,3.3,No,Standard,No,No,23,PayPal,Quarterly,Adult
1003,28,Male,Coat,Outerwear,30,Ohio,M,Indigo,Spring,5,No,2-Day Shipping,No,No,13,Credit Card,Quarterly,Adult
1004,43,Male,T-shirt,Clothing,34,Vermont,S,Beige,Spring,3.8,No,Next Day Air,No,No,31,Debit Card,Monthly,Middle-Age Adult
1005,37,Male,Sweater,Clothing,68,Georgia,L,Green,Fall,3.3,No,Express,No,No,16,Debit Card,Every 3 Months,Adult
1006,54,Male,Sunglasses,Accessories,95,Maryland,M,Red,Winter,5,No,Express,No,No,40,Debit Card,Annually,Middle-Age Adult
1007,50,Male,Hat,Accessories,22,Connecticut,L,Beige,Spring,2.9,No,2-Day Shipping,No,No,45,PayPal,Quarterly,Middle-Age Adult
1008,46,Male,Gloves,Accessories,88,Washington,M,Green,Fall,2.5,No,Next Day Air,No,No,50,Venmo,Every 3 Months,Middle-Age Adult
1009,60,Male,Socks,Clothing,83,California,M,Orange,Summer,4.7,No,Standard,No,No,1,Bank Transfer,Quarterly,Senior Citizen
1010,40,Male,Handbag,Accessories,87,Montana,L,Cyan,Spring,2.9,No,2-Day Shipping,No,No,10,Cash,Every 3 Months,Middle-Age Adult
1011,64,Male,Coat,Outerwear,57,Idaho,M,Violet,Summer,3.7,No,Store Pickup,No,No,48,Credit Card,Every 3 Months,Senior Citizen
1012,18,Male,Coat,Outerwear,88,Pennsylvania,XL,Lavender,Summer,4.4,No,2-Day Shipping,No,No,38,Credit Card,Monthly,Teenager
1013,37,Male,Pants,Clothing,20,Maine,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,21,Debit Card,Annually,Adult
1014,36,Male,Belt,Accessories,39,Montana,L,Pink,Summer,3.6,No,Store Pickup,No,No,38,Venmo,Monthly,Adult
1015,51,Male,Sunglasses,Accessories,71,New Jersey,S,Beige,Spring,4.8,No,2-Day Shipping,No,No,31,Credit Card,Fortnightly,Middle-Age Adult
1016,26,Male,Hoodie,Clothing,73,Louisiana,L,Silver,Winter,4.7,No,Free Shipping,No,No,9,Debit Card,Fortnightly,Adult
1017,68,Male,Handbag,Accessories,63,Maine,M,Gold,Summer,2.6,No,Free Shipping,No,No,47,Cash,Weekly,Senior Citizen
1018,27,Male,Gloves,Accessories,78,Florida,L,Silver,Winter,3.4,No,Standard,No,No,8,Cash,Bi-Weekly,Adult
1019,28,Male,Skirt,Clothing,96,Missouri,L,Green,Fall,3.5,No,Next Day Air,No,No,30,Debit Card,Annually,Adult
1020,49,Male,Sunglasses,Accessories,81,North Dakota,M,Teal,Winter,3.4,No,2-Day Shipping,No,No,22,Bank Transfer,Quarterly,Middle-Age Adult
1021,70,Male,Dress,Clothing,95,Connecticut,S,Gold,Fall,5,No,2-Day Shipping,No,No,3,Bank Transfer,Quarterly,Senior Citizen
1022,30,Male,Gloves,Accessories,68,Virginia,M,Cyan,Spring,4.6,No,Standard,No,No,15,PayPal,Monthly,Adult
1023,27,Male,Sneakers,Footwear,28,Montana,L,Gold,Spring,4.8,No,2-Day Shipping,No,No,10,Bank Transfer,Every 3 Months,Adult
1024,19,Male,T-shirt,Clothing,30,Vermont,L,Violet,Summer,3.7,No,Free Shipping,No,No,19,Cash,Every 3 Months,Teenager
1025,64,Male,Dress,Clothing,31,Georgia,M,Black,Summer,4.7,No,Next Day Air,No,No,36,Bank Transfer,Fortnightly,Senior Citizen
1026,42,Male,Handbag,Accessories,95,Virginia,XL,Brown,Winter,4.4,No,Express,No,No,12,Bank Transfer,Every 3 Months,Middle-Age Adult
1027,69,Male,Socks,Clothing,79,Vermont,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,49,Debit Card,Quarterly,Senior Citizen
1028,28,Male,Sneakers,Footwear,39,Montana,L,Yellow,Winter,3.8,No,Standard,No,No,7,Debit Card,Annually,Adult
1029,47,Male,Jacket,Outerwear,34,New Jersey,M,Purple,Summer,4.7,No,Next Day Air,No,No,28,Bank Transfer,Monthly,Middle-Age Adult
1030,69,Male,Hoodie,Clothing,28,Wyoming,L,White,Spring,3.1,No,Store Pickup,No,No,30,Credit Card,Annually,Senior Citizen
1031,56,Male,Sandals,Footwear,38,Maine,XL,Turquoise,Winter,5,No,Free Shipping,No,No,29,PayPal,Monthly,Middle-Age Adult
1032,28,Male,Shoes,Footwear,55,New Mexico,M,Olive,Spring,3.7,No,Free Shipping,No,No,9,Debit Card,Every 3 Months,Adult
1033,50,Male,Sandals,Footwear,31,Colorado,M,Beige,Winter,3,No,Next Day Air,No,No,27,Debit Card,Fortnightly,Middle-Age Adult
1034,39,Male,Coat,Outerwear,84,Connecticut,S,Lavender,Spring,4.5,No,Store Pickup,No,No,21,Venmo,Fortnightly,Adult
1035,35,Male,Gloves,Accessories,93,Maryland,L,White,Winter,4.7,No,Express,No,No,36,Credit Card,Monthly,Adult
1036,59,Male,Coat,Outerwear,28,Oregon,L,Brown,Winter,3.5,No,Free Shipping,No,No,19,Debit Card,Annually,Middle-Age Adult
1037,44,Male,Boots,Footwear,55,New York,M,Charcoal,Summer,4.4,No,2-Day Shipping,No,No,47,Cash,Weekly,Middle-Age Adult
1038,66,Male,Skirt,Clothing,63,Oklahoma,L,Maroon,Winter,2.6,No,Standard,No,No,38,Bank Transfer,Annually,Senior Citizen
1039,20,Male,Skirt,Clothing,94,Alabama,M,Red,Winter,4.2,No,2-Day Shipping,No,No,22,Venmo,Bi-Weekly,Adult
1040,45,Male,Pants,Clothing,36,North Dakota,M,Maroon,Fall,2.6,No,Express,No,No,29,Venmo,Bi-Weekly,Middle-Age Adult
1041,49,Male,Hat,Accessories,97,Nebraska,S,Teal,Spring,4.8,No,Free Shipping,No,No,42,Bank Transfer,Annually,Middle-Age Adult
1042,60,Male,Backpack,Accessories,63,Arizona,L,Orange,Summer,2.9,No,Store Pickup,No,No,47,PayPal,Every 3 Months,Senior Citizen
1043,61,Male,Scarf,Accessories,77,Illinois,S,Olive,Spring,4.3,No,2-Day Shipping,No,No,10,Credit Card,Bi-Weekly,Senior Citizen
1044,36,Male,Scarf,Accessories,53,South Carolina,XL,Olive,Fall,2.6,No,Store Pickup,No,No,10,Venmo,Monthly,Adult
1045,33,Male,Shirt,Clothing,77,Kansas,M,Beige,Spring,3.8,No,Next Day Air,No,No,1,PayPal,Every 3 Months,Adult
1046,49,Male,Boots,Footwear,79,Kansas,L,Green,Summer,4.2,No,Standard,No,No,7,Credit Card,Monthly,Middle-Age Adult
1047,31,Male,Coat,Outerwear,37,Idaho,M,Black,Summer,3.9,No,Store Pickup,No,No,10,Venmo,Fortnightly,Adult
1048,19,Male,Belt,Accessories,94,California,M,Green,Winter,3.1,No,Free Shipping,No,No,11,Credit Card,Weekly,Teenager
1049,39,Male,Boots,Footwear,76,North Dakota,S,Violet,Fall,3.6,No,Store Pickup,No,No,5,Cash,Annually,Adult
1050,66,Male,Sneakers,Footwear,68,Georgia,S,Silver,Fall,4,No,Express,No,No,21,PayPal,Quarterly,Senior Citizen
1051,25,Male,Shirt,Clothing,65,Illinois,L,Maroon,Spring,3.4,No,Next Day Air,No,No,24,Bank Transfer,Quarterly,Adult
1052,63,Male,Blouse,Clothing,24,Delaware,M,Cyan,Summer,2.6,No,Standard,No,No,37,Credit Card,Fortnightly,Senior Citizen
1053,56,Male,Jacket,Outerwear,31,Connecticut,L,Teal,Summer,4.5,No,Express,No,No,22,Venmo,Every 3 Months,Middle-Age Adult
1054,20,Male,Skirt,Clothing,89,Tennessee,M,Olive,Fall,4.9,No,Standard,No,No,16,Debit Card,Fortnightly,Adult
1055,58,Male,Socks,Clothing,49,Maryland,M,Red,Summer,4.4,No,2-Day Shipping,No,No,44,PayPal,Monthly,Middle-Age Adult
1056,34,Male,Sandals,Footwear,92,Rhode Island,XL,Lavender,Fall,3.5,No,Express,No,No,14,Venmo,Bi-Weekly,Adult
1057,28,Male,T-shirt,Clothing,32,New York,S,Orange,Winter,3.3,No,Express,No,No,23,Bank Transfer,Every 3 Months,Adult
1058,22,Male,Jacket,Outerwear,67,New Mexico,L,Brown,Winter,3.1,No,Standard,No,No,46,Debit Card,Fortnightly,Adult
1059,37,Male,Belt,Accessories,64,California,S,Gray,Fall,4.2,No,Express,No,No,46,Cash,Every 3 Months,Adult
1060,54,Male,Shoes,Footwear,84,Maine,M,Orange,Spring,4.9,No,Next Day Air,No,No,16,PayPal,Every 3 Months,Middle-Age Adult
1061,65,Male,Blouse,Clothing,34,New York,M,Orange,Fall,3.9,No,Standard,No,No,40,Credit Card,Every 3 Months,Senior Citizen
1062,57,Male,Shoes,Footwear,26,Hawaii,M,Turquoise,Winter,4.2,No,Free Shipping,No,No,21,Cash,Annually,Middle-Age Adult
1063,38,Male,Sweater,Clothing,50,New Hampshire,S,Cyan,Fall,4.9,No,Store Pickup,No,No,25,PayPal,Bi-Weekly,Adult
1064,70,Male,Boots,Footwear,46,Nebraska,M,Yellow,Fall,2.8,No,Store Pickup,No,No,25,Bank Transfer,Quarterly,Senior Citizen
1065,56,Male,Handbag,Accessories,71,Montana,M,White,Fall,4.1,No,Standard,No,No,25,Debit Card,Every 3 Months,Middle-Age Adult
1066,56,Male,Blouse,Clothing,78,Wisconsin,M,Blue,Summer,4.8,No,Next Day Air,No,No,27,Venmo,Monthly,Middle-Age Adult
1067,22,Male,Skirt,Clothing,35,Tennessee,S,Purple,Winter,4.1,No,Next Day Air,No,No,12,Cash,Monthly,Adult
1068,57,Male,Backpack,Accessories,58,Montana,M,Gray,Summer,3,No,Free Shipping,No,No,27,Debit Card,Quarterly,Middle-Age Adult
1069,53,Male,Shirt,Clothing,67,Michigan,L,Cyan,Fall,4.2,No,2-Day Shipping,No,No,40,Credit Card,Bi-Weekly,Middle-Age Adult
1070,53,Male,Sweater,Clothing,93,Texas,L,Pink,Spring,3.8,No,Standard,No,No,38,Credit Card,Quarterly,Middle-Age Adult
1071,19,Male,Scarf,Accessories,81,Pennsylvania,S,Gold,Spring,3.3,No,2-Day Shipping,No,No,44,Bank Transfer,Every 3 Months,Teenager
1072,49,Male,Handbag,Accessories,80,New York,L,Silver,Fall,4.7,No,2-Day Shipping,No,No,27,Venmo,Every 3 Months,Middle-Age Adult
1073,44,Male,Scarf,Accessories,64,Alabama,M,Gray,Spring,4.3,No,2-Day Shipping,No,No,30,Credit Card,Every 3 Months,Middle-Age Adult
1074,27,Male,Jeans,Clothing,41,Virginia,M,Brown,Fall,2.7,No,Standard,No,No,24,Credit Card,Monthly,Adult
1075,60,Male,Socks,Clothing,79,Pennsylvania,XL,Pink,Winter,4.2,No,Express,No,No,38,Cash,Bi-Weekly,Senior Citizen
1076,62,Male,Sunglasses,Accessories,60,Mississippi,L,Maroon,Winter,4.2,No,Free Shipping,No,No,4,PayPal,Quarterly,Senior Citizen
1077,52,Male,Sneakers,Footwear,91,Wyoming,S,Peach,Winter,2.5,No,Next Day Air,No,No,32,Venmo,Monthly,Middle-Age Adult
1078,30,Male,Shoes,Footwear,66,New Mexico,L,Brown,Winter,3.6,No,Express,No,No,32,Credit Card,Fortnightly,Adult
1079,66,Male,Socks,Clothing,85,North Dakota,L,Green,Winter,3.4,No,Standard,No,No,28,Bank Transfer,Bi-Weekly,Senior Citizen
1080,29,Male,Sunglasses,Accessories,38,New Jersey,M,Lavender,Summer,3.3,No,Standard,No,No,6,Debit Card,Every 3 Months,Adult
1081,24,Male,Sweater,Clothing,23,Vermont,M,Cyan,Winter,4.6,No,Standard,No,No,24,PayPal,Monthly,Adult
1082,51,Male,Shoes,Footwear,71,Alaska,M,Black,Spring,3.9,No,Store Pickup,No,No,38,Venmo,Weekly,Middle-Age Adult
1083,67,Male,Socks,Clothing,25,Indiana,M,Charcoal,Winter,3.7,No,Next Day Air,No,No,28,Debit Card,Annually,Senior Citizen
1084,50,Male,Boots,Footwear,39,Alabama,XL,Silver,Spring,3.1,No,Express,No,No,9,PayPal,Fortnightly,Middle-Age Adult
1085,37,Male,Hoodie,Clothing,20,Michigan,M,Gray,Spring,4.9,No,Express,No,No,21,Debit Card,Every 3 Months,Adult
1086,69,Male,Gloves,Accessories,73,Washington,L,Peach,Winter,4.7,No,Standard,No,No,31,Debit Card,Monthly,Senior Citizen
1087,60,Male,Backpack,Accessories,63,Virginia,L,Peach,Fall,2.9,No,Next Day Air,No,No,18,Credit Card,Quarterly,Senior Citizen
1088,21,Male,Gloves,Accessories,94,Tennessee,XL,Cyan,Spring,4.1,No,Express,No,No,5,Cash,Weekly,Adult
1089,44,Male,Blouse,Clothing,94,South Dakota,L,Magenta,Fall,4,No,Next Day Air,No,No,22,Cash,Annually,Middle-Age Adult
1090,26,Male,Scarf,Accessories,71,New Hampshire,L,Teal,Summer,2.7,No,Store Pickup,No,No,37,PayPal,Bi-Weekly,Adult
1091,40,Male,Hat,Accessories,77,South Dakota,M,Peach,Spring,4,No,2-Day Shipping,No,No,22,Debit Card,Monthly,Middle-Age Adult
1092,41,Male,Scarf,Accessories,66,Pennsylvania,M,Black,Fall,2.5,No,Next Day Air,No,No,36,PayPal,Fortnightly,Middle-Age Adult
1093,62,Male,Sandals,Footwear,23,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,No,23,PayPal,Annually,Senior Citizen
1094,39,Male,Sweater,Clothing,60,California,M,Turquoise,Spring,3.9,No,Express,No,No,44,Debit Card,Weekly,Adult
1095,53,Male,Backpack,Accessories,72,Rhode Island,L,Gold,Spring,4.9,No,2-Day Shipping,No,No,25,Bank Transfer,Annually,Middle-Age Adult
1096,24,Male,Blouse,Clothing,35,Alabama,L,Green,Winter,3.3,No,2-Day Shipping,No,No,40,PayPal,Quarterly,Adult
1097,41,Male,Scarf,Accessories,31,Oklahoma,M,Brown,Fall,3.8,No,Express,No,No,12,PayPal,Weekly,Middle-Age Adult
1098,19,Male,Socks,Clothing,33,Illinois,L,Blue,Summer,2.9,No,Standard,No,No,14,Venmo,Monthly,Teenager
1099,36,Male,Hat,Accessories,95,Tennessee,M,Gold,Summer,4,No,2-Day Shipping,No,No,14,Debit Card,Monthly,Adult
1100,21,Male,Dress,Clothing,68,Alabama,M,Peach,Fall,4.1,No,Store Pickup,No,No,10,Debit Card,Annually,Adult
1101,25,Male,Coat,Outerwear,87,Kansas,M,Violet,Spring,3.1,No,Store Pickup,No,No,17,Bank Transfer,Every 3 Months,Adult
1102,65,Male,Shirt,Clothing,64,Arizona,XL,Yellow,Winter,4.6,No,Express,No,No,24,Debit Card,Fortnightly,Senior Citizen
1103,42,Male,Shirt,Clothing,74,Michigan,M,Black,Winter,4.6,No,Next Day Air,No,No,31,Bank Transfer,Quarterly,Middle-Age Adult
1104,40,Male,Jeans,Clothing,62,Missouri,L,Silver,Spring,2.6,No,2-Day Shipping,No,No,36,Cash,Annually,Middle-Age Adult
1105,58,Male,Socks,Clothing,97,Louisiana,M,Brown,Winter,5,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months,Middle-Age Adult
1106,40,Male,Sandals,Footwear,47,Connecticut,L,Peach,Fall,2.9,No,2-Day Shipping,No,No,23,Debit Card,Fortnightly,Middle-Age Adult
1107,62,Male,Blouse,Clothing,83,Connecticut,M,Cyan,Winter,3.5,No,2-Day Shipping,No,No,47,PayPal,Bi-Weekly,Senior Citizen
1108,38,Male,Shirt,Clothing,82,Oregon,M,Olive,Spring,3.7,No,2-Day Shipping,No,No,20,Venmo,Weekly,Adult
1109,37,Male,Sunglasses,Accessories,26,West Virginia,L,Black,Fall,2.9,No,Store Pickup,No,No,41,Venmo,Monthly,Adult
1110,65,Male,Jacket,Outerwear,81,Florida,M,Orange,Winter,4.3,No,Free Shipping,No,No,44,Bank Transfer,Fortnightly,Senior Citizen
1111,55,Male,Dress,Clothing,44,New Hampshire,L,Beige,Spring,3.2,No,Store Pickup,No,No,31,Cash,Monthly,Middle-Age Adult
1112,43,Male,Sunglasses,Accessories,88,Oregon,M,Peach,Winter,4.2,No,Next Day Air,No,No,11,Credit Card,Bi-Weekly,Middle-Age Adult
